TERYT,Województwo,Powiat,Gmina,OGÓŁEM Liczba zdarzeń,RAZEM 1. Obiekty użyteczności publicznej,"101. Administracyjno-biurowe, banki","102. Oświaty i nauki, w szczególności budynki dydaktyczne, szkoły, przedszkola","103. Służby zdrowia, w szczególności szpitale, sanatoria, domy opieki społecznej, przychodnie, żłobki","104. Handlowo-usługowe, w szczególności sklepy, domy towarowe, lokale gastronomiczne, hurtownie, zakłady usługowe","105. Obsługi pasażerów w komunikacji, w szczególności dworce kolejowe i autobusowe, porty rzeczne i morskie, dworce lotnicze",106. Widowiskowo-rozrywkowe i sportowe,"107. Kultu religijnego, sakralne","108. Muzea, skanseny, wystawy, galerie","109. Biblioteki, archiwa","110. Zakłady odosobnienia, w szczególności zakłady karne, areszty śledcze, domy poprawcze",111. Inne obiekty użyteczności publicznej,RAZEM 2. Obiekty mieszkalne,"201. Hotele, noclegownie",202. Domy dziecka,"203. Internaty, domy studenckie",204. Koszary,205. Domy emerytów,"206. Domy wczasowe, pensjonaty",207. Schroniska,"208. Jednorodzinne, w tym bliźniaki, zabudowa szeregowa",209. Wielorodzinne,210. Budynki mieszkalne w gospodarstwach rolnych,"211. Inne obiekty mieszkalne, w szczególności altanki, barakowozy, domki letniskowe",RAZEM 3. Obiekty produkcyjne,301. Budynki produkcyjne,"302. Budynki gospodarcze (w tym wiaty, bez garaży)","303. Pomieszczenia socjalne, w szczególności szatnie, stołówki",304. Instalacje technologiczne poza budynkami,305. Maszyny i urządzenia technologiczne,306. Pomieszczenia administracyjne,"307. Rurociągi, instalacje przesyłowe między obiektami na terenie zakładu oraz tranzytowe poza terenem zakładu",RAZEM 4. Obiekty magazynowe,"401. Magazyny, wiaty na terenie zakładów produkcyjnych","402. Magazyny, hurtownie, wiaty wolno stojące (bez obiektów wymienionych w punktach 104 i 401)","403. Magazyny, hurtownie w obiektach przeznaczonych na pobyt ludzi kwalifikowanych jako ZL",404. Place budowy i zaplecza budowy,"405. Place składowe, w tym także hałdy",406. Zbiorniki składowe stałe,407. Stacje paliw płynnych i gazu płynnego,408. Bazy paliw płynnych i gazu płynnego,RAZEM 5. Środki transportu,"501. Drogowe - motocykle, jednoślady","502. Drogowe - autobusy, trolejbusy","503. Drogowe - samochody ciężarowe, maszyny drogowe, cysterny, przyczepy do samochodów ciężarowych","504. Drogowe - samochody osobowe, przyczepy samochodów osobowych","505. Kolejowe - ruchu pasażerskiego, np. wagony pasażerskie, typu pasażerskiego, socjalne","506. Kolejowe - ruchu towarowego, np. wagony towarowe, cysterny","507. Lotnicze - ruchu pasażerskiego, np. samoloty pasażerskie",508. Lotnicze - ruchu towarowego np. samoloty przystosowane tylko do przewozu towarów,"509. Lotnicze - samoloty turystyczne, rolnicze, sportowe, sanitarne w tym śmigłowce, szybowce, lotnie",510. Morskie - statki transportowe,"511. Morskie - statki pasażerskie, promy","512. Morskie - inne obiekty pływające, w tym jachty, łodzie rybackie, kutry","513. Śródlądowe - statki transportowe, pchacze, barki","514. Śródlądowe - statki pasażerskie, promy","515. Śródlądowe - obiekty pływające, w tym jachty, żaglówki, łodzie",516. Szynowe środki komunikacji miejskiej,517. Pojazdy trakcyjne i kolejowe pojazdy specjalne,518. Szynowe pojazdy metra,RAZEM 6. Lasy (państwowe i prywatne),601. Uprawy leśne,602. Młodniki,603. Drzewostany II klasy wieku,604. Drzewostany III i powyżej klasy wieku,605. Inne powierzchnie w obszarach leśnych,"606. Powierzchnie zalesione na obszarach nieleśnych np. parki, lasy miejskie","RAZEM 7. Uprawy, rolnictwo",701. Nieużytkowane powierzchnie rolnicze,"702. Uprawy rolne oraz łąki, rżyska i pożary powstałe podczas zbiorów tych upraw","703. Maszyny rolnicze, traktory, inne środki transportu związane z rolnictwem","704. Sterty, stogi, brogi",705. Budynki i instalacje przerobu produktów rolnych,"706. Budynki inwentarskie, hodowlane, magazynowe (stodoły), szklarnie","707. Budynki gospodarcze (szopy, komórki, wiaty, kotłownie - bez garaży)",RAZEM 8. Inne obiekty,"801. Śmietniki wolnostojące, wysypiska śmieci","802. Zsypy pomieszczenia zsypowe, smietniki wewnątrz budynków","803. Kanały wentylacyjne, dymowe, dylatacje, palne elewacje lub okładziny ścian zewnętrznych","804. Garaże, warsztaty samochodowe poza budynkami, w tym kompleksy garażowe","805. Garaże, warsztaty samochodowe wewnątrz budynków mieszkalnych","806. Garaże, warsztaty samochodowe wewnątrz pozostałych budynków lub ich części, zaliczonych do kategorii zagrożenia ludzi (ZL)","807. Garaże, warsztaty samochodowe wewnątrz budynków magazynowych i produkcyjnych",808. Zabytki kultury materialnej nie będące budynkami,"809. Obiekty lub grupa obiektów przyrody naturalnej np. pojedyńcze drzewa, minerały, jaskinie, inne",810. Obiekty hydrotechniczne,"811. Rozlewiska, wycieki, zanieczyszczenia powstałe na zbiornikach, ciekach i akwenach wodnych","812. Inne zdarzenia powstałe na zbiornikach, ciekach i akwenach wodnych",813. Obiekty wojskowe,"814. Obiekty użytkowane przez konsulaty, ambasady (eksterytorialne)","815. Pobocza dróg i szlaków komunikacyjnych (ale bez zdarzeń z udziałem środków transportu, bez pożarów traw na poboczach)","816. Płyty manewrowe i pasy lotnisk, szlaki kolejowe i manewrowe, drogi i ulice (ale bez zdarzeń z udziałem środków transportu, bez pożarów traw)","817. Trawy, trawniki na terenach nierolniczych, poboczach dróg i szlaków, ulic","818. Zdarzenia występujące na dużych obszarach mieszkalnych lub gospodarczych, na terenach gmin, miast i osiedli (np. poszuk. ludzi i zwierząt na terenach wiejskich, miejskich, lasów, udział w ewak. z tych obsz., pomoc w dział. innych służb obejm. te obsz.)","819. Inne nietypowe obiekty, budynki, instalacje",RAZEM Wybuchy w czasie działań,Gazów par i cieczy,Pyłów substancji chemicznych stałych,Materiałów wybuchowych
302110,wielkopolskie,poznański,Mosina,80,3,1,0,1,1,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,17,3,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,6,1,5,1,1,0,2,0,0,1,35,7,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,10,0,10,0,0,0,0
302111,wielkopolskie,poznański,Murowana Goślina,51,2,0,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1,11,0,0,0,19,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,3,0,0,0,0
302112,wielkopolskie,poznański,Pobiedziska,71,1,1,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,10,2,0,0,4,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,6,3,2,5,7,1,2,0,4,0,0,0,26,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,19,0,1,0,0,0,0
302113,wielkopolskie,poznański,Rokietnica,48,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,2,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,24,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,7,0,0,0,0
302114,wielkopolskie,poznański,Stęszew,40,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0
302115,wielkopolskie,poznański,Suchy Las,35,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,4,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,2,0,0,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,6,0,0,0,0
302116,wielkopolskie,poznański,Swarzędz,100,4,0,0,0,3,0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,9,5,0,3,4,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,9,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,1,4,1,1,0,2,0,0,0,57,17,0,0,2,0,0,0,0,4,0,0,0,0,0,1,4,18,0,11,0,0,0,0
302117,wielkopolskie,poznański,Tarnowo Podgórne,62,2,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,10,1,0,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,28,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,9,0,0,0,0
302201,wielkopolskie,rawicki,Bojanowo,13,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0
302202,wielkopolskie,rawicki,Jutrosin,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,1,0,0,1,0,3,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0
302203,wielkopolskie,rawicki,Miejska Górka,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,2,0,1,1,8,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,0,0
302204,wielkopolskie,rawicki,Pakosław,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302205,wielkopolskie,rawicki,Rawicz,51,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,6,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6,1,2,0,1,0,0,2,17,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,4,0,0,0,0
302301,wielkopolskie,słupecki,Słupca,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302302,wielkopolskie,słupecki,Lądek,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,0,4,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302303,wielkopolskie,słupecki,Orchowo,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
302304,wielkopolskie,słupecki,Ostrowite,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302305,wielkopolskie,słupecki,Powidz,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0
302306,wielkopolskie,słupecki,Słupca,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,2,1,1,0,1,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0
302307,wielkopolskie,słupecki,Strzałkowo,17,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
302308,wielkopolskie,słupecki,Zagórów,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
302401,wielkopolskie,szamotulski,Obrzycko,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
302402,wielkopolskie,szamotulski,Duszniki,37,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,11,0,0,0,10,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,1,0,0,0,0
302403,wielkopolskie,szamotulski,Kaźmierz,33,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,9,3,5,0,1,0,0,0,11,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,0,0
302404,wielkopolskie,szamotulski,Obrzycko,20,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,2,2,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
302405,wielkopolskie,szamotulski,Ostroróg,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
302406,wielkopolskie,szamotulski,Pniewy,28,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,5,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,1,0,0,1,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
302407,wielkopolskie,szamotulski,Szamotuły,65,1,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,19,8,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9,0,4,1,2,0,2,0,15,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0
302408,wielkopolskie,szamotulski,Wronki,58,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,18,5,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,5,1,2,0,2,0,0,0,17,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,6,0,0,0,0
302501,wielkopolskie,średzki,Dominowo,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,6,0,0,0,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0
302502,wielkopolskie,średzki,Krzykosy,25,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,1,5,0,0,6,0,0,2,2,0,1,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302503,wielkopolskie,średzki,Nowe Miasto nad Wartą,36,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,3,0,1,6,1,2,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
302504,wielkopolskie,średzki,Środa Wielkopolska,76,2,0,0,0,2,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,18,3,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,11,4,1,3,2,0,0,1,28,10,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,9,0,4,0,0,0,0
302505,wielkopolskie,średzki,Zaniemyśl,18,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7,3,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
302601,wielkopolskie,śremski,Brodnica,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
302602,wielkopolskie,śremski,Dolsk,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302603,wielkopolskie,śremski,Książ Wielkopolski,21,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,1,0,3,1,0,0,1,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302604,wielkopolskie,śremski,Śrem,79,1,0,0,0,1,0,0,0,0,0,0,0,31,1,0,0,0,0,0,0,16,14,0,0,1,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,9,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,11,1,2,0,5,0,2,1,22,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,1,1,0,0
302701,wielkopolskie,turecki,Turek,28,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,12,7,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
302702,wielkopolskie,turecki,Brudzew,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,2,1,1,0,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302703,wielkopolskie,turecki,Dobra,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
302704,wielkopolskie,turecki,Kawęczyn,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302705,wielkopolskie,turecki,Malanów,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
302706,wielkopolskie,turecki,Przykona,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
302707,wielkopolskie,turecki,Tuliszków,23,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,1,1,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0
302708,wielkopolskie,turecki,Turek,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
302709,wielkopolskie,turecki,Władysławów,34,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,1,7,0,8,1,0,0,2,0,5,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302801,wielkopolskie,wągrowiecki,Wągrowiec,47,2,0,0,0,1,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,8,11,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,0,0,0
302802,wielkopolskie,wągrowiecki,Damasławek,12,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
